,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
1114,ID_SE_23,Chin Flick,Italy,Europe,Southern Europe,Catholic Europe,5d6fea4eb5656a00199cf0fe,Unsure,Unsure,Unsure,Unsure,1,Not familiar with it
1115,ID_SE_23,Chin Flick,Italy,Europe,Southern Europe,Catholic Europe,612520bd6605794b27e6a0fd,In Italy this hand gestures means that you are telling someone to go away,If we are in a restaurant and we ask something to the waiter and he does this gesture could be considered offensive.,,Rude/Impolite/Inappropriate/Disrespectful,4,
1116,ID_SE_23,Chin Flick,Italy,Europe,Southern Europe,Catholic Europe,6697cb54e519caacf720038b,"it is offensive, but im not sure what it really means, i think it is a ""im better than you"" thing","Talking with strangers, social gatherings",,Rude/Impolite/Inappropriate/Disrespectful,4,
1117,ID_SE_23,Chin Flick,Italy,Europe,Southern Europe,Catholic Europe,614775c6f329a9e5ab190e04,"It seems like a rude gesture, it doesn't show good manners and it would seem as disrespect towards the person that would be talking.","Someone is telling you something and you start doing this gesture, as if you don't believe them or don't care about what is being said.  5. Describe specific contexts or scenarios where this gesture is considered not offensive or even positive, if any.  If you're actually needing to itch your chin.",,Rude/Impolite/Inappropriate/Disrespectful,3,
1118,ID_SE_24,Chin Flick,Portugal,Europe,Southern Europe,Catholic Europe,5c5493207f5e0c000143e96e,idk,idk,idk,Unsure,3,"it says ""Chin Flick in Portugal"" without images, there is an error in the survey :c"
1119,ID_SE_24,Chin Flick,Portugal,Europe,Southern Europe,Catholic Europe,5b8eda7cdc2b880001b6f1de,"In Portugal, I'm unsure what this hand gesture imply.","In Portugal, I'm unsure that this gesture in any specific context could be considered offensive.",There's not one context where this gesture was considered anything but a gesture.,Unsure,2,"In my learnings and life experiences, this hand gesture wasn't considered hateful or non-hateful."
1120,ID_SE_24,Chin Flick,Portugal,Europe,Southern Europe,Catholic Europe,64db888849e5590edaac22a1,I do not know.,I dont know this gesture.,I dont know this gesture.,Unsure,4,dont know what it is
1121,ID_SE_24,Chin Flick,Portugal,Europe,Southern Europe,Catholic Europe,614775c6f329a9e5ab190e04,Gave me an error.,Gave me an error.,Gave me an error.,Unsure,3,"Error on ""Chin Flick""?"
1122,ID_SE_25,Pinched Fingers,Italy,Europe,Southern Europe,Catholic Europe,5fc6dfcfa95c15148cde4fe6,"it shows some signs of confusion or frustration when arguing, but not in a rude way",,"while seeking clarity during an argument, introducing more expressiveness in the conversation and in a joking setting",Not Offensive/Appropriate/No Meaning,4,
1123,ID_SE_25,Pinched Fingers,Italy,Europe,Southern Europe,Catholic Europe,5c5493207f5e0c000143e96e,What do you mean/ what do you want/ pointing out that what the other person is saying is not true,"if the hand is moved fast it could mean what the fuck you want, for example if someone is staring at you, you could do that gesture",if the hand is moved slowly or with a smiling face it means what are you saying,Unsure,5,It depends on the context and how fast the hand is moved
1124,ID_SE_25,Pinched Fingers,Italy,Europe,Southern Europe,Catholic Europe,612c0887f657fa0f0d79bb35,It is a cultural hand movement used at multiple scenarios,"As an example, when you are watching a football game, the enemy team gets a point and you start doing the gesture while swearing.",,Rude/Impolite/Inappropriate/Disrespectful,4,
1125,ID_SE_25,Pinched Fingers,Italy,Europe,Southern Europe,Catholic Europe,6574736c518a6ec1b477396f,It's like you don't believe in what the person is saying.,Probably if a person is telling the truth about something and you don't agree with their opinion and use this gesture.,,Rude/Impolite/Inappropriate/Disrespectful,5,
1126,ID_SE_25,Pinched Fingers,Italy,Europe,Southern Europe,Catholic Europe,614775c6f329a9e5ab190e04,"You want people to believe what you're saying, you want to put emphasis on what you're saying.",,"It's not offensive if you're talking between friends or depending on the social context (casual, serious).  4. Describe specific contexts or scenarios where this gesture is considered offensive, if any.  Angrily talking with someone and you do this gesture.",Not Offensive/Appropriate/No Meaning,4,
1127,ID_SE_26,Quenelle,Italy,Europe,Southern Europe,Catholic Europe,6042cbb4f468bb23d03cd770,Can be interpreted as offensive;,Political and social;,,Offensive/Obscene,4,
1128,ID_SE_26,Quenelle,Italy,Europe,Southern Europe,Catholic Europe,5fdfd04b9bf07d83b2e5f780,Maybe it has some correlation to an old regime salute,Trying to offend someone that doesn't like nationalism,,Rude/Impolite/Inappropriate/Disrespectful,1,
1129,ID_SE_26,Quenelle,Italy,Europe,Southern Europe,Catholic Europe,5c5493207f5e0c000143e96e,I'm italian this should have no meaning or i'm not aware of any,,no meaning,Not Offensive/Appropriate/No Meaning,4,
1130,ID_SE_26,Quenelle,Italy,Europe,Southern Europe,Catholic Europe,6697cb54e519caacf720038b,anti jews,most but jokes,,Hateful,4,
1131,ID_SE_26,Quenelle,Italy,Europe,Southern Europe,Catholic Europe,614775c6f329a9e5ab190e04,"It does look like a very obscene salute, most people would be offended by it.",When talking down or belittleling someone.  ,,Offensive/Obscene,5,
1132,ID_SE_27,Quenelle,Spain,Europe,Southern Europe,Catholic Europe,66c7378282e81811e9ca07f7,Antisemitic hate symbol,When directed towards someone/a group of people,,Hateful,2,
1133,ID_SE_27,Quenelle,Spain,Europe,Southern Europe,Catholic Europe,5fdfd04b9bf07d83b2e5f780,I don't know,I don't think it is offensive,not offensive I think,Unsure,1,Never heard of that gesture in spain
1134,ID_SE_27,Quenelle,Spain,Europe,Southern Europe,Catholic Europe,612c0887f657fa0f0d79bb35,It's an expression of antisemitism,When someone is being racist,,Hateful,4,
1135,ID_SE_27,Quenelle,Spain,Europe,Southern Europe,Catholic Europe,64db888849e5590edaac22a1,"I dont know, maybe it looks something about politics.",I could not say.,I could not say.,Unsure,1,I dont know about this.
1136,ID_SE_27,Quenelle,Spain,Europe,Southern Europe,Catholic Europe,614775c6f329a9e5ab190e04,"It seems like a very obscene salute, most people would find it rude.","You are at a World War museum, for example, or when you're talking down on someone. ",,Offensive/Obscene,4,
1137,ID_Af_2,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,615253bc38cf43f800256d11,"It would mean something is ""all good"" or goodbye. ",,Saying goodbye to someone. Showing someone that they are doing good.,Not Offensive/Appropriate/No Meaning,5,
1138,ID_Af_2,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,6145fd744ef9af2c44486e81,offensive and disrespectful,i dont know of any,,Rude/Impolite/Inappropriate/Disrespectful,4,
1139,ID_Af_2,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,66782198cf6159b89a48daba,Rudeness especially towards elders.,When you're talking to an elder.,Not offensive when you're talking to your age mates and people younger than you.,Rude/Impolite/Inappropriate/Disrespectful,5,
1140,ID_Af_2,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,6142f3f67e6cee640ce351e5,to show agreeance ,when used with older people or people with authority,,Rude/Impolite/Inappropriate/Disrespectful,2,
1141,ID_Af_2,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,60e30b14b9529c8d4a51068c,"The gesture has the connotation of ""up yours!"" It's used the same way the middle finger is in the US.","If this gesture is used in Nigeria, especially with older people, it is considered highly disrespectful. ",,free_response,5,
1142,ID_Af_3,Thumbs up,Côte d'Ivoire [Ivory Coast],Africa,Western Africa,African-Islamic,66ae2d5e40afb51ec29a4b80,"It means its ok, or agreeing to the other person",not offensive,When communicating with your age mates you can use this hand gesture,Rude/Impolite/Inappropriate/Disrespectful,5,
1143,ID_Af_3,Thumbs up,Côte d'Ivoire [Ivory Coast],Africa,Western Africa,African-Islamic,6145fd744ef9af2c44486e81,unsure,"dont know of any, unless its a formal setting and someone is speaking professionally with an individual and they respond this way",in a casual setting,Unsure,3,this is west of africa and depending on the country regulations it could mean anything
1144,ID_Af_3,Thumbs up,Côte d'Ivoire [Ivory Coast],Africa,Western Africa,African-Islamic,666747e741fac2f6fd45a6c8,As impolite and uncaring,"When told to do something and instead of giving an affirmative yes, you just do a thumbs up",,Rude/Impolite/Inappropriate/Disrespectful,3,
1145,ID_Af_3,Thumbs up,Côte d'Ivoire [Ivory Coast],Africa,Western Africa,African-Islamic,60d2f9397932f9695f49f5f4,"confirmation, ok, alright",,"It can be used to say YES, OKAY",Not Offensive/Appropriate/No Meaning,4,
1146,ID_Af_4,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,66ae2d5e40afb51ec29a4b80,Agreeing to what the other person is saying,It is not considered offensive but rude to the older generation,When communicating with your friends or age mates this gesture is not offensive at all,Rude/Impolite/Inappropriate/Disrespectful,5,
1147,ID_Af_4,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,5f44021f15c23f6e8e413b91, Rude and disrespectful ,when used with older people.,,Rude/Impolite/Inappropriate/Disrespectful,5,
1148,ID_Af_4,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,666747e741fac2f6fd45a6c8,as being disrespectful and dismissive,when an elder tells you to do something and you just give them a thumbs up,,Rude/Impolite/Inappropriate/Disrespectful,4,
1149,ID_Af_4,Thumbs up,Nigeria,Africa,Western Africa,African-Islamic,60d2f9397932f9695f49f5f4,IT MEANS OKAY,,"IT IS USED TO MEAN: ALRIGHT, OKAY, YES",Not Offensive/Appropriate/No Meaning,3,
1150,ID_Af_10,Left Hand ,Ghana,Africa,Western Africa,African-Islamic,61645f61082ddd043101a1e6,"The left hand is traditionally viewed as impure, and using it in social interactions, especially in formal or respectful settings, is frowned upon","If someone offers you a gift, or you are giving a gift, doing so with the left hand is considered highly disrespectful. It conveys a lack of respect or value for the person and the gesture.",,Offensive/Obscene,5,
1151,ID_Af_10,Left Hand ,Ghana,Africa,Western Africa,African-Islamic,66782198cf6159b89a48daba,Using left hand to eat is considered impolite and offensive.,Greeting with a left hand during handshake is considered disrespectful and offensive.  ,,Offensive/Obscene,5,
1152,ID_Af_10,Left Hand ,Ghana,Africa,Western Africa,African-Islamic,666747e741fac2f6fd45a6c8,It could maybe mean laziness,When an elder gives you something and you accept it with the wrong hand,Between friends it could be seen as a positive thing,Unsure,1,I'm not too sure if your handedness can be considered a sign of disrespect
1153,ID_Af_10,Left Hand ,Ghana,Africa,Western Africa,African-Islamic,60e30b14b9529c8d4a51068c,"The left hand is considered to be the 'toilet hand' and is, thus, avoided to greet, give/take items.","When some passes you something, refrain from using your left hand to take it. ",,free_response,5,
1154,ID_Af_10,Left Hand ,Ghana,Africa,Western Africa,African-Islamic,664b3dbcb30dd9b94a597726,It has no particular implications,,When eating or receiving gifts,Not Offensive/Appropriate/No Meaning,5,
1155,ID_Af_11,Left Hand ,Nigeria,Africa,Western Africa,African-Islamic,615253bc38cf43f800256d11,It is a sign of respect.,,Receiving gifts with the left hand is a sign of respect.,Not Offensive/Appropriate/No Meaning,4,
1156,ID_Af_11,Left Hand ,Nigeria,Africa,Western Africa,African-Islamic,61645f61082ddd043101a1e6,the left hand is said to be unholy,you can not eat with your left hand .,,Rude/Impolite/Inappropriate/Disrespectful,4,
1157,ID_Af_11,Left Hand ,Nigeria,Africa,Western Africa,African-Islamic,66a4cfab44d73d56adc627b1,"It means nothing bad because you can use your right or left hand 
",,If you are a left-handed person it’s not offensive at all,Not Offensive/Appropriate/No Meaning,3,
1158,ID_Af_11,Left Hand ,Nigeria,Africa,Western Africa,African-Islamic,608d38969fad96a629f97f52,I don't think it really has any meaning to receive or eat with the left hand in Nigeria ,,It doesn't imply anything ,Not Offensive/Appropriate/No Meaning,4,
1159,ID_Af_11,Left Hand ,Nigeria,Africa,Western Africa,African-Islamic,60d2f9397932f9695f49f5f4,It is considered offensive. ,"Use your left hand to collect an item from another person, especially an elderly person.",,Offensive/Obscene,5,
1160,ID_WA_1,OK,Turkey,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,"This hand gesture is used to refer to someone as a homosexual, in a negative way or a derogatory way.",If someone homophobic uses this hand gesture towards another person to refer to them as gay.,,Hateful,5,
1161,ID_WA_1,OK,Turkey,Asia,Western Asia,African-Islamic,65f0ae4f838dcca4426e1a44,It has homosexual connotations.,If this gesture was made to offend a homosexual person ,,Hateful,5,
1162,ID_WA_1,OK,Turkey,Asia,Western Asia,African-Islamic,57cb267a648ff4000166658d,calling someone a homosexual in a hateful way,if you do it in front of someone,"In Western countries its for i like it,good luck ,well done",Hateful,5,
1163,ID_WA_1,OK,Turkey,Asia,Western Asia,African-Islamic,60fd053ac146296b31df4c04,It has connotations of calling someone a homosexual in a derogatory way,Targeting it towards the fay community in an offensive manner,,Hateful,5,
1164,ID_WA_1,OK,Turkey,Asia,Western Asia,African-Islamic,5f76815c98f49612c8d1dc39,"This gesture is considered highly offensive and vulgar, with connotations of calling someone a homosexual in a derogatory way.", It's considered hateful since it targets the gay community.,,Hateful,5,
1165,ID_WAsia_Noff2_1,Middle Finger,Georgia,Asia,Western Asia,African-Islamic,65f906167fc6f6212c9c65f7,It is used as an insult to someone.,This gesture would be offensive in any scenario.,,Hateful,5,
1166,ID_WAsia_Noff2_1,Middle Finger,Georgia,Asia,Western Asia,African-Islamic,66658d8cecac3856fcb2603d,"Seriously? It UNIVERSALLY means ""Up your rear end!""",I can't think of any context where it would NOT be considered offensive.,,Offensive/Obscene,5,
1167,ID_WAsia_Noff2_1,Middle Finger,Georgia,Asia,Western Asia,African-Islamic,65f09037dab7d53d46581c69,Not sure.,It's generally used to diss someone.,,Offensive/Obscene,4,
1168,ID_WAsia_Noff2_1,Middle Finger,Georgia,Asia,Western Asia,African-Islamic,65fad0d7bc6f847ef67f60c4,"This hand gesture can imply things like “fuck you” or “shove it up there” which can be offensive and disrespectful, no, Georgians wouldn’t approve of it.","Literally any situation, unless used with joking manner while talking to friends.",,Offensive/Obscene,5,
1169,ID_WAsia_Noff2_1,Middle Finger,Georgia,Asia,Western Asia,African-Islamic,65fb17f660a83e07faf0e540,Telling someone to fuck off.,If someone hurts you.,,free_response,5,
1170,ID_WA_2,OK,Kuwait,Asia,Western Asia,African-Islamic,65196de23c6c6b6ab5520eec,"It implies feminine/male private parts, and can be perceived as a rude behavior by others ","In casual in-person conversations, it can be used to mock the other person ",,Offensive/Obscene,4,
1171,ID_WA_2,OK,Kuwait,Asia,Western Asia,African-Islamic,5c0ed000fd0c0a0001f881ea,I don't know,I don't know,I don't know,Unsure,5,I don't familiar with Kuwait culture
1172,ID_WA_2,OK,Kuwait,Asia,Western Asia,African-Islamic,615717bc21a6b32aefd0aa49,giving you the evil eye,an insult during or after a debate,,Rude/Impolite/Inappropriate/Disrespectful,4,
1173,ID_WA_2,OK,Kuwait,Asia,Western Asia,African-Islamic,5ec25b2bcad3b8022c14846d,"I think they could view it in a bad manner. they could view it as ""the evil eye"" as if the person is wishing bad luck on them.",If two people are fighting and one makes this gesture to wish bad like upon the other.,,Rude/Impolite/Inappropriate/Disrespectful,3,
1174,ID_WA_2,OK,Kuwait,Asia,Western Asia,African-Islamic,5f76815c98f49612c8d1dc39,Desire to insult them,Intention to hurt and call someone gay,,Hateful,4,
1175,ID_WAsia_Noff2_2,Wanker,Georgia,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,"This hand gesture is implying to ""jerk off""","If someone says something to a person and the person doesn't like it, they do this hand gesture to them.",,Rude/Impolite/Inappropriate/Disrespectful,4,
1176,ID_WAsia_Noff2_2,Wanker,Georgia,Asia,Western Asia,African-Islamic,65f072777e0ef4581b23117e,I dont really know,I dont really know,I dont really know,Unsure,5,..
1177,ID_WAsia_Noff2_2,Wanker,Georgia,Asia,Western Asia,African-Islamic,66014c3784d0bb500b6f35b4,I dont know what wanker means,,I dont know what wanker means,Unsure,4,no idea
1178,ID_WAsia_Noff2_2,Wanker,Georgia,Asia,Western Asia,African-Islamic,65fad0d7bc6f847ef67f60c4,It might be offensive elsewhere but not here,,It has no meaning in Georgia,Not Offensive/Appropriate/No Meaning,4,
1179,ID_WAsia_Noff2_2,Wanker,Georgia,Asia,Western Asia,African-Islamic,664b320a102c1c65cf4661fc,Yes,,Any,Not Offensive/Appropriate/No Meaning,5,
1180,ID_WA_3,Thumbs up,Iraq,Asia,Western Asia,African-Islamic,65196de23c6c6b6ab5520eec,"It implies an insult, especially within public settings. People might interpret in a number of ways, all in a negative manner",In a public setting it can be viewed as a humiliation act targeted at specific individuals in front of a crowd ,,Offensive/Obscene,4,
1181,ID_WA_3,Thumbs up,Iraq,Asia,Western Asia,African-Islamic,5c0ed000fd0c0a0001f881ea,"I don't know, may be that everything is fine",I don't know,any time,Unsure,5,Not familiar with Iraq traditions and culture good enough
1182,ID_WA_3,Thumbs up,Iraq,Asia,Western Asia,African-Islamic,57cb267a648ff4000166658d,it means f... you....like a middle finger up in Western countries ,"if you do it in front of a person in Irak
",in Western countries and usa its a good luck or great done well liked sign,Offensive/Obscene,5,
1183,ID_WA_3,Thumbs up,Iraq,Asia,Western Asia,African-Islamic,65f046ffdf118642b3275e9d,"I saw Iraqi people posing with it before, so it means “like” but again I’m not sure after that example above.",,"Someone posing for a picture, or if someone asks something and you just use it as in “yes/sure/okay”.",Unsure,3,"I think it’s not offensive, but I not sure since apparently the okay sign in the example above is non offensive in a lot of middle eastern countries, but apparently it is in turkey."
1184,ID_WAsia_Noff2_3,L,Cyprus,Asia,Western Asia,West and South Asia,65f19a1fe38352676f83d5f0,This is a gesture to tell someone that they are a loser.,Someone making fun of another person's outfit and doing this gesture to signal that they are a loser.,,Rude/Impolite/Inappropriate/Disrespectful,2,
1185,ID_WAsia_Noff2_3,L,Cyprus,Asia,Western Asia,West and South Asia,65f072777e0ef4581b23117e,a loser,,In most cases it means nothing.,Not Offensive/Appropriate/No Meaning,5,
1186,ID_WAsia_Noff2_3,L,Cyprus,Asia,Western Asia,West and South Asia,65f09037dab7d53d46581c69,I'm not sure.,"It's disrespectful, since it's a gesture to offend.",,Rude/Impolite/Inappropriate/Disrespectful,2,
1187,ID_WAsia_Noff2_3,L,Cyprus,Asia,Western Asia,West and South Asia,65f0616d432e9d9d3013ecc5,probably the loser,i cant describe a scenario,i am not sure,Unsure,3,i dont have an opinion
1188,ID_WAsia_Noff2_3,L,Cyprus,Asia,Western Asia,West and South Asia,65f046ffdf118642b3275e9d,"I have no idea, but in English speaking countries it means loser, but Cyprus the main languages are Turkish and Greek.",Maybe doing it to an English tourist.,,Unsure,3,"Because cyprus doesn’t speak English, so I don’t know if it holds the same meaning as the regular sign in English speaking countries"
1189,ID_WA_4,The Fig,Turkey,Asia,Western Asia,African-Islamic,64df4492331cb9b27ffda6b9,Offensive with sexual connotations ,All,,Offensive/Obscene,5,
1190,ID_WA_4,The Fig,Turkey,Asia,Western Asia,African-Islamic,65f0ae4f838dcca4426e1a44,It is equivalent to showing the middle finger.,It is considered offensive if one person makes this gesture during a disagreement or a fight.,,Offensive/Obscene,5,
1191,ID_WA_4,The Fig,Turkey,Asia,Western Asia,African-Islamic,57cb267a648ff4000166658d,like showing the middle finger,if you do it in front of another person ,not positive anywhere ,Offensive/Obscene,5,
1192,ID_WA_4,The Fig,Turkey,Asia,Western Asia,African-Islamic,60fd053ac146296b31df4c04,It has strong sexual connotations,"This gesture was historically considered highly offensive and obscene, since it has strong sexual connotations",,Offensive/Obscene,5,
1193,ID_WAsia_Noff2_4,Snap Fingers,Armenia,Asia,Western Asia,Orthodox Europe,65f0ae4f838dcca4426e1a44,It could be used to attract someone’s attention,,It could be used instead of calling out someone’s name,Not Offensive/Appropriate/No Meaning,4,
1194,ID_WAsia_Noff2_4,Snap Fingers,Armenia,Asia,Western Asia,Orthodox Europe,65f0956ea6b0d0b8762bc722,Never heard of such a gesture,Never heard of such a gesture,Never heard of such a gesture,Unsure,3,Never heard of such a gesture
1195,ID_WAsia_Noff2_4,Snap Fingers,Armenia,Asia,Western Asia,Orthodox Europe,65f09037dab7d53d46581c69,Not sure.,"It can be used to call people, which can be considered disrespectful.",It can be when humming to a tune.,Unsure,3,"It can be for a joke, or to get someone's attention."
1196,ID_WAsia_Noff2_4,Snap Fingers,Armenia,Asia,Western Asia,Orthodox Europe,65f0616d432e9d9d3013ecc5,To get someone attention without shouting or yelling,,when u want to get the attention of someone,Not Offensive/Appropriate/No Meaning,5,
1197,ID_WAsia_Noff2_4,Snap Fingers,Armenia,Asia,Western Asia,Orthodox Europe,65f046ffdf118642b3275e9d,I have seen it used in a musical (?) way in some weddings.,,Vibing with a song or music,Not Offensive/Appropriate/No Meaning,3,
1198,ID_WA_5,The Fig,Armenia,Asia,Western Asia,Orthodox Europe,65196de23c6c6b6ab5520eec,It suggests a disrespectful manner towards the person this gesture is directed at. A more rude way to dismay/say no.,"Within in-person conversations, where the other party requires assistance and the person presenting this gesture refuses to help and goes beyond to mock the person who asked for help ",,Offensive/Obscene,4,
1199,ID_WA_5,The Fig,Armenia,Asia,Western Asia,Orthodox Europe,65f0ae4f838dcca4426e1a44,It shows that the person is annoyed.,If a person is being asked to do something and he makes this gesture ,,Rude/Impolite/Inappropriate/Disrespectful,5,
1200,ID_WA_5,The Fig,Armenia,Asia,Western Asia,Orthodox Europe,6100e78476705f4052156cef,I don't believe it means anything in Armenia,,Unsure if there are any,Not Offensive/Appropriate/No Meaning,2,
1201,ID_WA_5,The Fig,Armenia,Asia,Western Asia,Orthodox Europe,65f046ffdf118642b3275e9d,Same as turkey.,"Every scenario, no one should do this, especially in public.",,Offensive/Obscene,4,
1202,ID_WAsia_Noff2_5,Five Fathers ,Georgia,Asia,Western Asia,African-Islamic,65f906167fc6f6212c9c65f7,-,-,-,Unsure,3,The image won't load. It's showing 'nan'.
1203,ID_WAsia_Noff2_5,Five Fathers ,Georgia,Asia,Western Asia,African-Islamic,65f072777e0ef4581b23117e,Image not found,Image not found,Image not found,Unsure,4,i cant see the picture
1204,ID_WAsia_Noff2_5,Five Fathers ,Georgia,Asia,Western Asia,African-Islamic,65f09037dab7d53d46581c69,Not sure.,I'm unclear.,I'm unclear.,Unsure,5,No clue.
1205,ID_WAsia_Noff2_5,Five Fathers ,Georgia,Asia,Western Asia,African-Islamic,65f046ffdf118642b3275e9d,,,,Unsure,3,The picture won’t load
1206,ID_WA_6,The Fig,Azerbaijan,Asia,Western Asia,African-Islamic,64df4492331cb9b27ffda6b9,Offensive,Argument,,Offensive/Obscene,5,
1207,ID_WA_6,The Fig,Azerbaijan,Asia,Western Asia,African-Islamic,65f0ae4f838dcca4426e1a44,It could mean that the person is violent and wants to fight.,It’s used in scenarios where one person wants to humiliate or belittle the other.,,Rude/Impolite/Inappropriate/Disrespectful,2,
1208,ID_WA_6,The Fig,Azerbaijan,Asia,Western Asia,African-Islamic,615717bc21a6b32aefd0aa49,disagreement,during a debate or after a known debate,,Rude/Impolite/Inappropriate/Disrespectful,4,
1209,ID_WA_6,The Fig,Azerbaijan,Asia,Western Asia,African-Islamic,65f046ffdf118642b3275e9d,Same as the one in turkey and the entirety of the Middle East.,"Literally any scenario, this would be considered offensive.",,Offensive/Obscene,4,
1210,ID_WA_6,The Fig,Azerbaijan,Asia,Western Asia,African-Islamic,5f76815c98f49612c8d1dc39,An attempt to hurt them and imply something sexual,A movement with a sexual connotation,,Offensive/Obscene,5,
1211,ID_WAsia_Noff2_6,Chin Flick,Cyprus,Asia,Western Asia,West and South Asia,65f0ae4f838dcca4426e1a44,It can mean that the person doesn’t care about what the other person is saying.,If someone was suggesting an idea and the other person used this gesture to show their disapproval.,,Rude/Impolite/Inappropriate/Disrespectful,4,
1212,ID_WAsia_Noff2_6,Chin Flick,Cyprus,Asia,Western Asia,West and South Asia,66658d8cecac3856fcb2603d,"It's context specific. So, either it means that someone is telling another to ""screw off"", or that they are simply ""uninterested"" in something that the other person is saying or doing. Which is why I think the context renders it variable between simply ""somewhat rude"" and outright offensive.","Well, clearly, signaling to someone to ""screw off"" is considered universally offensive.",,Rude/Impolite/Inappropriate/Disrespectful,5,
1213,ID_WAsia_Noff2_6,Chin Flick,Cyprus,Asia,Western Asia,West and South Asia,65f0956ea6b0d0b8762bc722,I think it's a more you don't care attitude,I think it might be extra offensive when the topic at hand is something dire and the offending party uses this,,Rude/Impolite/Inappropriate/Disrespectful,5,
1214,ID_WAsia_Noff2_6,Chin Flick,Cyprus,Asia,Western Asia,West and South Asia,65f0616d432e9d9d3013ecc5,i do not really know i have never been to Cyprus,i cant give an example,i dont know,Unsure,3,I never saw this hand gesture so i am not if its offensive por not
1215,ID_WAsia_Noff2_6,Chin Flick,Cyprus,Asia,Western Asia,West and South Asia,65fb17f660a83e07faf0e540,Someone is tired,,If someone uses it to rest his or her head.,Not Offensive/Appropriate/No Meaning,5,
1216,ID_WA_7,Middle Finger,United Arab Emirates,Asia,Western Asia,African-Islamic,65f19a1fe38352676f83d5f0,It implies that the person is trying to insult another person.,Using the middle finger while driving in the car to offend another driver.,,Offensive/Obscene,5,
1217,ID_WA_7,Middle Finger,United Arab Emirates,Asia,Western Asia,African-Islamic,65f0956ea6b0d0b8762bc722,"It basically is a clear universal insult in fact so the UAE would definitely take offense to it even though a lot of the expat population wouldn't take it very hard, but they would use the law to prosecute","Road rage altercations, sporting altercations etc",,Offensive/Obscene,5,
1218,ID_WA_7,Middle Finger,United Arab Emirates,Asia,Western Asia,African-Islamic,615717bc21a6b32aefd0aa49,go eff yourself,"during or after a debate, watching television",,Offensive/Obscene,5,
1219,ID_WA_7,Middle Finger,United Arab Emirates,Asia,Western Asia,African-Islamic,5ec25b2bcad3b8022c14846d,I think this is a universally offensive gesture.,In any contex.,,Offensive/Obscene,5,
1220,ID_WA_7,Middle Finger,United Arab Emirates,Asia,Western Asia,African-Islamic,668796f32bb0599e8ff9bfef,"It means that you think that person is bad, and you want to show them that you're angry / upset, that you don't care about them ","all scenarios, wherever you will use it, it will be seen as offensive. ",,Offensive/Obscene,5,
1221,ID_WAsia_Noff2_7,Forearm Jerk,Armenia,Asia,Western Asia,Orthodox Europe,65f906167fc6f6212c9c65f7,"I believe the gesture implies mockery, hence why it would be seen as disrespectful.",Doing that gesture during an argument would be considered offensive and mocking.,,Rude/Impolite/Inappropriate/Disrespectful,2,
1222,ID_WAsia_Noff2_7,Forearm Jerk,Armenia,Asia,Western Asia,Orthodox Europe,65f0ae4f838dcca4426e1a44,I think it’s used to curse someone out,It could be offensive if it was used in an argument,,Offensive/Obscene,3,
1223,ID_WAsia_Noff2_7,Forearm Jerk,Armenia,Asia,Western Asia,Orthodox Europe,66014c3784d0bb500b6f35b4,it means are u a weak loser fucker.,anytime,,Rude/Impolite/Inappropriate/Disrespectful,4,
1224,ID_WAsia_Noff2_7,Forearm Jerk,Armenia,Asia,Western Asia,Orthodox Europe,664b320a102c1c65cf4661fc,Angry,Any,,Offensive/Obscene,4,
1225,ID_WAsia_Noff2_7,Forearm Jerk,Armenia,Asia,Western Asia,Orthodox Europe,65f046ffdf118642b3275e9d,"In most countries I know, this gesture is offensive/inappropriate with a sexual meaning behind it and not in a good way, I’m assuming it would be the same in Armenia.",A student doing it to a teacher to act ‘funny’,,Offensive/Obscene,4,
1226,ID_WA_8,Forearm Jerk,Turkey,Asia,Western Asia,African-Islamic,64df4492331cb9b27ffda6b9,Sexual connotation ,All contexts,,Offensive/Obscene,5,
1227,ID_WA_8,Forearm Jerk,Turkey,Asia,Western Asia,African-Islamic,5c0ed000fd0c0a0001f881ea,"Fuck off, very rude gesture",showing this gesture to other person in any place,,Offensive/Obscene,4,
1228,ID_WA_8,Forearm Jerk,Turkey,Asia,Western Asia,African-Islamic,615717bc21a6b32aefd0aa49,go eff yourself,"as always during or after a debate,, during watching television",,Hateful,4,
1229,ID_WA_8,Forearm Jerk,Turkey,Asia,Western Asia,African-Islamic,65f046ffdf118642b3275e9d,It has a sexual connotation.,"Some rowdy teens doing it to every passing stranger, especially to women. Its just disgusting.",,Offensive/Obscene,4,
1230,ID_WA_8,Forearm Jerk,Turkey,Asia,Western Asia,African-Islamic,5f76815c98f49612c8d1dc39,The bare fist implies a desire to hurt,Any situation,,Offensive/Obscene,3,
